"";"1";"2";"3";"class"
"1";0,000935073796862738;1,9300302476842e-13;0,999064926202944;3
"2";1,13852901295803e-10;0,00982489834617267;0,990175101539975;3
"3";0,999811710932795;1,24915390850560e-39;0,000188289067204993;1
"4";1,61458773786347e-05;5,02052687998468e-10;0,999983853620569;3
"5";6,78191822623683e-10;0,000227290489150567;0,999772708832658;3
"6";1,61156360244644e-09;2,04214160263359e-05;0,99997957697241;3
"7";0,998816915547717;3,30220550466540e-37;0,00118308445228350;1
"8";0,999932925592446;2,0235908292661e-46;6,70744075543251e-05;1
"9";1,87366809095522e-08;7,40683681713926e-05;0,999925912895148;3
"10";0,99989211751585;1,98018022888490e-40;0,000107882484150872;1
"11";1,41135169211294e-20;0,998616467993107;0,00138353200689330;2
"12";0,7695874162085;1,07557829211054e-22;0,230412583791500;1
"13";0,0212711649951042;2,23381592457334e-16;0,978728835004896;3
"14";0,999967257305816;8,56511656101127e-45;3,27426941840973e-05;1
"15";1,75199252914078e-05;1,81986623681969e-11;0,99998248005651;3
"16";5,95706470001995e-06;1,02971218267112e-11;0,999994042925003;3
"17";5,94759028071552e-09;0,000693146824653642;0,999306847227756;3
"18";5,61797970851785e-06;5,31416456971561e-08;0,999994328878646;3
"19";0,999943945712236;3,06987396857719e-41;5,60542877642254e-05;1
"20";0,612049759240926;6,17019200707632e-21;0,387950240759074;1
"21";0,996322991406323;2,94476471529548e-31;0,00367700859367679;1
"22";0,999215078389352;1,47345469717586e-35;0,000784921610647565;1
"23";6,29957448098514e-06;2,55149633430697e-10;0,99999370017037;3
"24";0,99993651288171;9,95096583557752e-45;6,34871182910439e-05;1
"25";3,02915225302664e-22;0,999803966932398;0,000196033067602094;2
"26";0,999951700563658;1,49405375003384e-41;4,82994363415852e-05;1
"27";3,01537025278774e-16;0,983378350324568;0,0166216496754319;2
"28";0,999887109847944;6,09250544814372e-39;0,000112890152056023;1
"29";0,998133704559467;1,96870705103811e-32;0,00186629544053248;1
"30";0,99393621013913;1,53282505897560e-30;0,00606378986086937;1
"31";0,99982189374797;5,45416705859006e-40;0,000178106252030556;1
"32";0,0183215658010039;3,24403205817408e-18;0,981678434198996;3
"33";0,210891053532383;3,08187923526665e-18;0,789108946467617;3
"34";0,976146486627392;1,91705256590095e-26;0,0238535133726085;1
"35";0,000994816069508024;5,88814117267197e-12;0,999005183924604;3
"36";0,999958204155791;1,38914982082751e-41;4,17958442088728e-05;1
"37";0,999203188469545;2,51650783620470e-34;0,000796811530454902;1
"38";0,99993000651063;2,62571753904463e-41;6,99934893692844e-05;1
"39";1,59491955761082e-07;1,13760667596104e-07;0,999999726747377;3
"40";8,78783994272218e-06;2,28405873276316e-11;0,999991212137217;3
"41";0,99956132569689;2,93922590503321e-36;0,000438674303110122;1
"42";0,967099441379654;5,93682636972859e-26;0,0329005586203455;1
"43";0,235552522147766;3,18409935210695e-18;0,764447477852234;3
"44";1,08526087820822e-06;4,36217871240227e-07;0,99999847852125;3
"45";0,999966376928676;8,03620205704372e-43;3,36230713242982e-05;1
"46";0,985920569959418;7,48002795596644e-29;0,0140794300405815;1
"47";0,0910235370091674;4,62884555544538e-19;0,908976462990833;3
"48";1,03983445612133e-06;5,10560159256005e-10;0,999998959654984;3
"49";0,999814719628318;4,98253558848705e-39;0,000185280371681736;1
"50";5,75753433406828e-06;3,08098403458746e-08;0,999994211655825;3
"51";0,999620690134428;2,73813687535336e-36;0,000379309865572372;1
"52";0,00298225587123104;1,07530594820746e-13;0,997017744128661;3
"53";0,999962191361635;5,27595242459073e-43;3,78086383646969e-05;1
"54";1,61457140584071e-07;2,71448975865502e-07;0,999999567093883;3
"55";0,997378616799252;5,81638299576966e-34;0,002621383200748;1
"56";0,000408514160835276;6,05246646745626e-15;0,999591485839159;3
"57";1,14490555547755e-07;2,97598002043406e-06;0,999996909529424;3
"58";5,54056409184617e-16;0,94887983883582;0,0511201611641788;2
"59";0,540954109347822;4,05319439645804e-21;0,459045890652178;1
"60";0,999468501104405;2,69004903408698e-36;0,000531498895595215;1
"61";1,51553882895647e-08;8,94970286581597e-06;0,999991035141746;3
"62";0,00488637703408173;7,90074554634172e-16;0,995113622965917;3
"63";0,999953444033928;3,72926964780847e-45;4,65559660718049e-05;1
"64";0,996841492818763;1,35081527310580e-35;0,00315850718123702;1
