"";"1";"2";"3";"class"
"1";1,93028973644418e-13;0,000934670613310586;0,999065329386496;3
"2";0,00982590144203896;1,13744464014897e-10;0,990174098444217;3
"3";1,24969314424324e-39;0,999811678707209;0,000188321292791334;2
"4";5,02124737982429e-10;1,61377591274003e-05;0,999983861738748;3
"5";0,000227323204672944;6,77614838307194e-10;0,999772676117712;3
"6";2,04248397943330e-05;1,61025267746940e-09;0,999979573549953;3
"7";3,30375280444163e-37;0,998816741250344;0,00118325874965592;2
"8";2,02474640167412e-46;0,999932913728485;6,70862715153407e-05;2
"9";7,40753178465509e-05;1,87222144060427e-08;0,99992590595994;3
"10";1,98103049961481e-40;0,999892097905244;0,000107902094755414;2
"11";0,998616617502996;1,40888781704305e-20;0,0013833824970044;1
"12";1,0759402857304e-22;0,769553227639962;0,230446772360038;2
"13";2,23422413275248e-16;0,0212651834320515;0,978734816567948;3
"14";8,56912522337026e-45;0,99996725256892;3,27474310799813e-05;2
"15";1,82023257422556e-11;1,75114468222258e-05;0,999982488534975;3
"16";1,02995055094838e-11;5,95395383042185e-06;0,99999404603587;3
"17";0,000693206284267432;5,94275266896858e-09;0,99930678777298;3
"18";5,31470407578763e-08;5,61485689059477e-06;0,999994331996069;3
"19";3,07112133275828e-41;0,99994393712494;5,60628750608988e-05;2
"20";6,17203163535867e-21;0,612002169742194;0,387997830257806;2
"21";2,94582810906986e-31;0,99632252507756;0,00367747492244021;2
"22";1,47403340462082e-35;0,999214984996273;0,000785015003726743;2
"23";2,55198579173850e-10;6,29633227533234e-06;0,999993703412526;3
"24";9,95612993814376e-45;0,999936503465016;6,3496534984373e-05;2
"25";0,999803984688181;3,02355684399548e-22;0,000196015311818736;1
"26";1,49468233703133e-41;0,99995169213659;4,83078634105729e-05;2
"27";0,98337987662941;3,01116206324147e-16;0,0166201233705905;1
"28";6,09482487929264e-39;0,999887095332158;0,000112904667842102;2
"29";1,96941398086744e-32;0,998133478718932;0,0018665212810681;2
"30";1,53340231393291e-30;0,993935443865913;0,00606455613408701;2
"31";5,45657124808421e-40;0,999821871803106;0,000178128196894547;2
"32";3,24486592263774e-18;0,0183163156662316;0,981683684333768;3
"33";3,08250943550467e-18;0,210842582159600;0,7891574178404;3
"34";1,91774970873705e-26;0,976142112949982;0,0238578870500184;2
"35";5,88888637049623e-12;0,00099442955051709;0,999005570443594;3
"36";1,38971382234516e-41;0,999958198375531;4,18016244690276e-05;2
"37";2,51744015984978e-34;0,999203091964286;0,000796908035713856;2
"38";2,62683883157431e-41;0,999929997774405;7,00022255945297e-05;2
"39";1,13781721123491e-07;1,59388954161006e-07;0,999999726829325;3
"40";2,28457630769509e-11;8,7833260964079e-06;0,999991216651058;3
"41";2,94049392549299e-36;0,99956123642591;0,000438763574089303;2
"42";5,93907539143456e-26;0,96709307517481;0,0329069248251898;2
"43";3,1848036583176e-18;0,235506344253788;0,764493655746212;3
"44";4,3627339268301e-07;1,08461142912518e-06;0,999998479115178;3
"45";8,03971962665245e-43;0,999966372180938;3,3627819062042e-05;2
"46";7,48300427763954e-29;0,985918529406218;0,0140814705937818;2
"47";4,63005118586807e-19;0,0910021024567004;0,9089978975433;3
"48";5,10677139114426e-10;1,03921907822296e-06;0,999998960270245;3
"49";4,98489948401555e-39;0,999814678458053;0,000185321541947177;2
"50";3,08136101335941e-08;5,75419686880764e-06;0,999994214989521;3
"51";2,73927734216863e-36;0,9996206266647;0,000379373335299426;2
"52";1,07548286572688e-13;0,00298116625858143;0,997018833741311;3
"53";5,27840331169675e-43;0,999962185464482;3,78145355180899e-05;2
"54";2,71497015863759e-07;1,61349922202247e-07;0,999999567153062;3
"55";5,8190732163225e-34;0,997378219690533;0,00262178030946752;2
"56";6,05403216519269e-15;0,000408344178735254;0,999591655821259;3
"57";2,97636079623882e-06;1,14405322132267e-07;0,999996909233882;3
"58";0,948885850985321;5,53230628978037e-16;0,0511141490146784;1
"59";4,05457356103900e-21;0,540889558816981;0,459110441183019;2
"60";2,69125648107450e-36;0,999468409297758;0,000531590702241406;2
"61";8,95120104541363e-06;1,51437634303765e-08;0,999991033655191;3
"62";7,90252974823715e-16;0,00488463679265847;0,99511536320734;3
"63";3,73136560813539e-45;0,9999534355107;4,6564489299056e-05;2
"64";1,35155248397274e-35;0,996840915074955;0,00315908492504447;2
