"";"1";"2";"3";"class"
"1";1,93012355800814e-13;0,000934852735758923;0,999065147264048;3
"2";0,00982538672549142;1,13793397702126e-10;0,990174613160715;3
"3";1,24936160131316e-39;0,999811693208381;0,000188306791618864;2
"4";5,0208321543978e-10;1,61414279858029e-05;0,999983858069931;3
"5";0,000227306536805818;6,77875287023138e-10;0,999772692785319;3
"6";2,04230881339130e-05;1,61084449028261e-09;0,999979575301022;3
"7";3,30283559544717e-37;0,998816819873583;0,00118318012641656;2
"8";2,02405680716680e-46;0,9999329190603;6,70809397007083e-05;2
"9";7,40714510586654e-05;1,87287437572504e-08;0,999925909820198;3
"10";1,98050392875486e-40;0,999892106723658;0,000107893276341827;2
"11";0,998616548354484;1,41000011336230e-20;0,00138345164551618;1
"12";1,07573228862633e-22;0,769568706083772;0,230431293916228;2
"13";2,23397365715347e-16;0,0212678909741255;0,978732109025874;3
"14";8,56663801581205e-45;0,999967254697835;3,27453021650441e-05;2
"15";1,82003023297096e-11;1,75152794645355e-05;0,999982484702335;3
"16";1,02982135696031e-11;5,95535966902076e-06;0,999994044630033;3
"17";0,000693173759965613;5,94493593761653e-09;0,999306820295098;3
"18";5,31438241962049e-08;5,61626757123791e-06;0,999994330588605;3
"19";3,07033453094921e-41;0,999943940986188;5,60590138122475e-05;2
"20";6,17096470596047e-21;0,612023721634466;0,387976278365534;2
"21";2,94518559055681e-31;0,996322736012645;0,00367726398735547;2
"22";1,47367998928019e-35;0,999215027172;0,000784972827999174;2
"23";2,55171837381276e-10;6,29779771459501e-06;0,999993701947114;3
"24";9,95300885334525e-45;0,999936507698903;6,34923010970335e-05;2
"25";0,999803976463705;3,02608164900652e-22;0,000196023536295164;1
"26";1,49428822416924e-41;0,999951695923625;4,83040763748442e-05;2
"27";0,983379169247205;3,01306310460585e-16;0,0166208307527949;1
"28";6,09336091214175e-39;0,999887101868173;0,000112898131826918;2
"29";1,96898246048864e-32;0,998133580818109;0,00186641918189114;2
"30";1,5330588696941e-30;0,993935790668922;0,00606420933107813;2
"31";5,45510157888746e-40;0,999821881689732;0,000178118310268305;2
"32";3,24438164393542e-18;0,0183186915537704;0,98168130844623;3
"33";3,08211770095414e-18;0,210864482793602;0,789135517206398;3
"34";1,91734292910159e-26;0,976144088732094;0,0238559112679059;2
"35";5,88842141223653e-12;0,000994604307792975;0,999005395686319;3
"36";1,38935745442673e-41;0,999958200974189;4,17990258111663e-05;2
"37";2,51686726412659e-34;0,999203135536984;0,000796864463015787;2
"38";2,62614180431036e-41;0,999930001705334;6,99982946660283e-05;2
"39";1,13770642070208e-07;1,59435478660635e-07;0,99999972679388;3
"40";2,28429578754104e-11;8,78536591315453e-06;0,999991214611244;3
"41";2,93972914079897e-36;0,999561276589388;0,000438723410612002;2
"42";5,93777807679787e-26;0,96709595023745;0,0329040497625503;2
"43";3,18437705231716e-18;0,235527229785906;0,764472770214094;3
"44";4,36242656554476e-07;1,08490478527269e-06;0,999998478852558;3
"45";8,03752402590907e-43;0,999966374314381;3,36256856189609e-05;2
"46";7,48127419391084e-29;0,985919452437172;0,0140805475628280;2
"47";4,62934394568427e-19;0,0910118024601556;0,908988197539844;3
"48";5,10614931638288e-10;1,03949704352084e-06;0,999998959992342;3
"49";4,98347984330026e-39;0,999814696961354;0,000185303038646017;2
"50";3,08114161455346e-08;5,75570382330087e-06;0,99999421348476;3
"51";2,73858495814840e-36;0,99962065523634;0,000379344763660053;2
"52";1,075375629449e-13;0,00298165882864572;0,997018341171247;3
"53";5,27689406334941e-43;0,999962188113666;3,78118863336643e-05;2
"54";2,71471610422569e-07;1,61398338064366e-07;0,999999567130051;3
"55";5,81750471110563e-34;0,997378398874697;0,00262160112530244;2
"56";6,05315760554444e-15;0,000408420999150257;0,999591579000844;3
"57";2,97614875674009e-06;1,14443778282375e-07;0,999996909407465;3
"58";0,948882960108364;5,53604814337813e-16;0,0511170398916355;1
"59";4,05378797133406e-21;0,540918716761722;0,459081283238278;2
"60";2,69053612108594e-36;0,999468450625078;0,000531549374921731;2
"61";8,95042033440662e-06;1,51490102970539e-08;0,999991034430655;3
"62";7,90148966397432e-16;0,00488542332389196;0,995114576676107;3
"63";3,73011714837207e-45;0,999953439337909;4,65606620914119e-05;2
"64";1,35113229828116e-35;0,9968411754359;0,00315882456410080;2
