"";"1";"2";"3";"4";"class"
"AL";0,99991687595167;5,81341458307873e-21;8,31240483297951e-05;4,26913756889298e-21;1
"AK";4,37899579078122e-63;3,37705182776073e-60;1;1,35345471343391e-32;3
"AZ";1,59137611924176e-07;1,20713445046164e-07;0,999954739407104;4,49807418390771e-05;3
"AR";0,999820118347253;2,03234568241758e-14;0,000179881645405311;7,32076847849969e-12;1
"CA";8,53838305540673e-33;8,14672240191894e-18;1;1,80314879423184e-17;3
"CO";9,79963958114102e-27;2,57479074160376e-07;0,00159021035325331;0,998409532167672;4
"CT";1,51695611927328e-25;1,30619925668977e-06;0,00212995727397448;0,997868736526769;4
"DE";9,289630917878e-12;0,0641719046007221;0,0149037848635680;0,92092431052642;4
"FL";1,58190397485651e-07;0,0115103227192810;0,988488824648733;6,94441589032292e-07;3
"GA";0,999862144915778;2,01347036566391e-14;0,000137855084201642;5,20593240589974e-18;1
"HI";5,36831176989267e-22;5,55334933315048e-17;0,99999259517214;7,40482786039205e-06;3
"ID";2,29408271936945e-20;3,5813135450016e-08;9,20581121105113e-05;0,999907906074754;4
"IL";1,02338998992020e-15;0,997935896906455;0,00206359762345763;5,05470086464061e-07;2
"IN";2,88726555464974e-13;0,920689958390324;0,000286879729556335;0,0790231618798311;2
"IA";8,88720550559473e-29;1,41157295337142e-09;2,92155034776210e-05;0,99997078308495;4
"KS";3,70776661497482e-25;6,24894878674454e-08;0,000118472780975712;0,999881464729536;4
"KY";0,999821495562858;2,08322654923955e-09;0,000178502156978245;1,96937613173183e-10;1
"LA";0,99935729980193;2,62269076123534e-26;0,000642700198069758;1,31973441950813e-23;1
"ME";3,80818290767689e-16;1,29965508781890e-08;0,000999155843731897;0,999000831159717;4
"MD";1,04589048086299e-13;0,995819352080673;0,00311910120526808;0,00106154671395469;2
"MA";1,86161800647267e-19;0,00113765373267317;0,00161757914306403;0,997244767124263;4
"MI";3,1334502689317e-13;0,99953484296473;0,000459185381443033;5,97165351266323e-06;2
"MN";5,77274806236679e-30;6,20616386537392e-10;8,44228392960114e-05;0,999915576540088;4
"MS";0,999971585684402;8,68855274351927e-27;2,8414315598312e-05;5,53779585026909e-23;1
"MO";9,589434581473e-08;0,991580240562704;0,00230080164876735;0,00611886189418283;2
"MT";5,3889500521948e-20;2,12722797083800e-07;0,00158050259628483;0,998419284680918;4
"NE";2,46975774315712e-27;2,81527043332528e-10;2,69669696204413e-05;0,999973032748853;4
"NV";8,20420868021038e-24;3,82167927269107e-09;0,999863089967128;0,000136906211193062;3
"NH";3,34708121540557e-22;1,92223796409925e-08;4,02766462475298e-05;0,999959704131373;4
"NJ";7,51644674106344e-17;0,98786925315729;0,00209799987523696;0,0100327469674723;2
"NM";0,00636163969539548;3,90602110771064e-10;0,993618155806689;2,02041073135635e-05;3
"NY";1,41414136858681e-15;0,000116557682534762;0,9998834422988;1,86643929915136e-11;3
"NC";0,999963823546835;4,85254352393799e-11;3,61764046082741e-05;3,08914012071431e-14;1
"ND";1,54043725225618e-29;1,23196637949337e-11;0,000825256971305932;0,999174743016374;4
"OH";1,52197260098453e-15;0,999551427251666;0,000259910009717043;0,000188662738615034;2
"OK";1,41343829115765e-07;0,00473661068499395;0,0187377121318775;0,9765255358393;4
"OR";3,62374334780599e-21;1,35769025209144e-07;0,0201341069602985;0,979865757270676;4
"PA";4,03601266785521e-13;0,998316769025245;0,00159101057267409;9,22204016772218e-05;2
"RI";2,06415337615336e-14;1,72516345702513e-06;0,00243300519588236;0,99756526964064;4
"SC";0,999990123243646;8,4190193419175e-22;9,87675635368673e-06;3,48669315095537e-21;1
"SD";2,36998530502403e-25;1,58866858158088e-11;3,87892324125376e-05;0,9999612107517;4
"TN";0,999857427686682;9,09802259537863e-09;0,000142563133951683;8,13435593978648e-11;1
"TX";3,52199030152409e-10;3,10081660652722e-17;0,9999999996478;7,26112521879884e-17;3
"UT";5,34597651352582e-29;8,27301578316548e-14;0,000685243984405822;0,999314756015512;4
"VT";1,37439423325782e-19;1,23479080308626e-08;0,000115500960896476;0,999884486691195;4
"VA";7,87283937927622e-05;0,993535747795895;0,00634893583283083;3,65879774815262e-05;2
"WA";3,89044301455372e-22;9,38268781459033e-07;0,209386291385117;0,790612770346102;4
"WV";0,987773818850424;2,89916561667526e-07;0,0122177951200935;8,09611292084548e-06;1
"WI";1,42540715235246e-23;9,7750367317432e-07;5,62550568112212e-05;0,999942767439516;4
"WY";4,24661969388253e-21;1,17114182865027e-06;0,00571122480557415;0,994287604052597;4
