"";"1";"2";"3";"4";"5";"class"
"1";1;4,03511059264914e-23;3,36199440937145e-21;1,79324291840465e-24;5,27655266807013e-42;1
"2";1,26828368251393e-09;3,25903472649586e-19;0,999999997369548;6,64073884961015e-40;1,36216797672962e-09;3
"3";0,99999995660775;4,32763967235074e-33;2,14377374978269e-106;4,33922499176169e-08;7,86412406001897e-118;1
"4";0,999999999995884;6,24203586711108e-31;2,28324865536857e-96;4,11611266596398e-12;4,54694951540172e-74;1
"5";1,32894916706633e-197;4,24801055120325e-99;0;1;0;4
"6";1,01220745395808e-304;6,7326496533922e-128;0;1;0;4
"7";1,10709823015117e-11;4,60732588202017e-31;1,60996525657001e-182;0,999999999988929;1,02976485538366e-100;4
"8";1;1,58356488196128e-43;1,77731050744577e-31;1,77046556917631e-35;1,33747805652253e-69;1
"9";7,00815651205877e-64;3,71661585980286e-28;3,58418857871376e-55;7,57349730046239e-72;1;5
"10";1;4,10752848220689e-27;5,07936899263866e-61;2,01612757213732e-21;9,96616832086952e-72;1
"11";1,25247505222562e-21;6,57545313130032e-30;1,26273069625581e-203;1;4,75868679015474e-103;4
"12";2,21972221673111e-10;0,999999999778024;1,08495865273604e-38;6,07081518348872e-23;3,23533140127197e-15;2
"13";3,08481780178169e-11;1,03135109161719e-33;0,999999999969152;3,06572873347564e-42;2,75535542392259e-27;3
"14";3,42968542015012e-48;2,57912338637391e-35;5,44291485125638e-23;1,18987322500353e-71;1;5
"15";4,31720711403999e-05;1,56531905028477e-31;0,999956827919144;2,04296967704470e-43;9,71575517341192e-12;3
"16";2,47614177154139e-14;8,85676152496018e-48;0,999999999999975;5,10987463743867e-54;2,35836367227351e-40;3
"17";1,00460324264579e-26;2,03606116558656e-48;1;3,8592530974969e-67;9,96016108977826e-24;3
"18";1,66627376826112e-14;7,47083377939817e-34;0,999999999999957;6,87411248458e-49;2,64286311485901e-14;3
"19";2,42762703773771e-33;7,12286305519719e-48;1;2,77946359761768e-68;1,21699950672777e-19;3
"20";5,78113891453233e-32;3,48525467368832e-49;1;4,72980299563402e-68;5,48744396132949e-25;3
"21";5,37235959108923e-21;3,11649074176306e-51;1;4,87046584349754e-62;4,2477158421852e-36;3
"22";1;2,69240573551019e-25;1,16899231067418e-23;5,33729153734557e-31;6,22467715810043e-27;1
"23";1;4,13872720471091e-28;4,59188359916046e-30;6,08776323828557e-22;8,84948519856714e-65;1
"24";2,42227997280168e-56;7,07556323195418e-36;2,03635115079638e-35;4,56691086690141e-76;1;5
"25";8,5796848819779e-49;1,19692905183457e-35;1,53595655415908e-27;3,48840907263616e-72;1;5
"26";6,03554316247531e-39;5,34840526383865e-46;1;1,24956049051253e-70;3,43191276029762e-20;3
"27";7,17274494250787e-129;1;3,06016542811939e-242;1,24557698212216e-64;1,47570652909323e-57;2
"28";5,22735781984303e-51;0,000535226503814793;8,738585632329e-108;1,28393215915284e-32;0,999464773496185;5
"29";1,11485695545708e-39;1,61168793336328e-24;1,21329324107666e-54;1,34232862724422e-59;1;5
"30";6,93859888539229e-34;5,82917103928407e-51;1;1,12712748097155e-72;4,69672846854923e-23;3
"31";8,42799461954853e-29;1,24564653476656e-47;1;8,91060172705587e-68;1,08354092123044e-26;3
"32";0,00153303846757961;3,51051385853951e-20;0,99846695487876;9,68442343541334e-37;6,65366107063436e-09;3
"33";9,23381376757813e-12;7,31389183710866e-23;0,87443294421374;4,53718831500905e-46;0,125567055777026;3
"34";1,54596060768254e-17;3,35468872318334e-52;1;3,71819414942795e-61;4,21374561241057e-32;3
"35";1,15248585095388e-29;4,08375283095221e-54;1;4,84084771881869e-71;7,38116444635805e-30;3
