"";"1";"2";"3";"4";"5";"class"
"1";3,80235155455913e-61;7,0595591609654e-26;7,9802904898071e-15;1,48027838173529e-20;0,999999999999992;5
"2";3,00073758056388e-36;2,91640955059756e-45;5,16446898376498e-16;0,999999999999042;9,57695208391732e-13;4
"3";2,56102912738679e-109;1,65285195154480e-08;6,2872417115806e-24;2,03561683006252e-105;0,99999998347148;5
"4";1,14936392585295e-96;7,80691705070667e-14;1,16258704187045e-15;1,49034053296339e-85;0,99999999999992;5
"5";0;1;1,96100593660069e-99;0;1,83707756119883e-199;2
"6";0;1;2,69955211620509e-126;0;2,25523591677537e-306;2
"7";9,34632612588841e-108;0,999999999480684;1,93528537645674e-13;1,02145124421099e-155;5,19122180110046e-10;2
"8";4,4798790762643e-93;1,33908164830114e-36;3,39631085011058e-32;3,17520978777338e-37;1;5
"9";0,999999999996417;5,77419794185782e-61;3,58312178380148e-12;1,47601226092683e-21;1,11854343672452e-49;1
"10";4,4599378788512e-78;2,05549488798562e-22;4,42323614781307e-19;6,62563146724608e-59;1;5
"11";1,71064231657237e-104;0,999999999999083;9,17513109044542e-13;1,57137774999359e-171;1,11897024604129e-19;2
"12";1,36804871013274e-24;3,11668252593853e-29;0,999999999999985;2,22602945094529e-32;1,48246247316005e-14;3
"13";2,63759322121315e-64;2,56389684343281e-43;3,38172510702482e-22;0,99999999983119;1,68809873300255e-10;4
"14";1,71385198817240e-20;3,68587550938261e-64;3,94996732877988e-20;1;6,94461556001451e-38;4
"15";9,2411705161503e-58;1,43329116241128e-48;4,89441674390671e-23;0,99999995524646;4,47535405527232e-08;4
"16";3,52944494712227e-68;3,8185747076744e-50;1,16894840045336e-32;0,999999992823075;7,17692504053102e-09;4
"17";1,94892438289427e-54;1,21485698761168e-67;2,38054614186327e-39;1;4,00729180272213e-25;4
"18";4,78793411960316e-57;3,03806198826382e-53;5,72407558708232e-26;1;8,25976392028615e-17;4
"19";6,3458751464074e-60;3,53249837252417e-71;1,03554460695353e-39;1;5,54355143434182e-34;4
"20";5,36425149326739e-61;2,85814586682929e-69;5,19405781585088e-40;1;4,10849923431766e-31;4
"21";2,59784937222002e-66;2,580407165802e-59;1,61391847440124e-37;1;1,68338032461919e-16;4
"22";4,34373533068577e-47;3,81751718094809e-33;1,17120397877484e-16;3,53721348154952e-21;1;5
