"";"1";"2";"3";"4";"5";"class"
"1";2,31197141616114e-16;0,988953793858058;0,0110462060988174;4,31219639979663e-11;2,00333003253065e-15;2
"2";1,63413685831147e-16;0,999998736794336;2,7542974490008e-11;1,26317777922327e-06;3,41554407575752e-13;2
"3";1,36934078548036e-18;0,99999998975295;8,43492867021176e-09;1,81212185022014e-09;4,11833108257726e-16;2
"4";3,5601865446056e-18;0,999999959395654;1,02718622767768e-10;4,05016244031127e-08;3,43631824593054e-15;2
"5";9,6102216881907e-17;0,841220197298542;0,158779802695630;5,82737008111891e-12;1,99732613223805e-16;2
"6";1,12040716887171e-15;3,83469841509353e-06;0,999996165301582;1,26011871720528e-15;1,63757295394497e-17;3
"7";1,93056595580756e-18;0,999993730153282;6,26977693856883e-06;6,97792340744412e-11;8,28341914135654e-17;2
"8";7,79969159993068e-17;0,999860495942496;0,000139503880700469;1,76800297601906e-10;3,30079167637031e-15;2
"9";6,4379662746318e-18;0,999988044573473;1,27238733882097e-14;1,19554264979155e-05;1,69523212877267e-14;2
"10";2,62143066239813e-17;0,999999949816676;1,00875757631428e-09;4,91745453559087e-08;2,11360735327269e-14;2
"11";1,52839945965326e-15;0,00621884955339143;0,993781150446197;4,09887312215716e-13;4,22619897183963e-16;3
"12";1,22225976808971e-17;0,999970509099322;2,94907907520437e-05;1,09925353337457e-10;6,15251996751599e-16;2
"13";1,54999799936426e-17;0,999999567683907;1,12912359636313e-11;4,32304777830343e-07;2,35417329416551e-14;2
"14";4,59928175563449e-20;0,999999906453634;1,88564629097232e-13;9,35461776115148e-08;2,25930656968916e-17;2
"15";1,57696894956935e-16;7,0206371663373e-09;0,999999992979363;5,20331729908185e-18;2,60918477545007e-20;3
"16";3,74075258984634e-16;8,49455476901252e-15;0,99999999999999;9,84020096355283e-22;1,44234602368012e-23;3
"17";1,28266590322451e-16;4,24766685125807e-06;0,999995752333149;3,08912677508804e-16;1,03159805187612e-18;3
"18";8,57238782915306e-16;0,987852421303005;0,0121475786015853;9,53994444530124e-11;9,70656656180176e-15;2
"19";5,08894340243043e-14;1,50177884392679e-05;0,99998498221145;5,75724029933069e-14;1,82284503093666e-15;3
"20";5,28231288665965e-17;0,00161908123699353;0,998380918762993;1,34597924569386e-14;5,05165855020354e-18;3
"21";1,12142180784836e-13;0,996702481599388;0,00329751181546690;6,58132414370059e-09;3,70805186051508e-12;2
"22";1,71958043358341e-15;0,0506870129552699;0,949312987042816;1,91159614624883e-12;1,22181337446679e-15;3
"23";1,78676636641044e-19;0,992977493246254;0,00702250675324735;4,9878583767438e-13;1,66667883431795e-19;2
"24";8,0019340542935e-14;0,999988780704034;1,11474686121913e-05;7,17999145020086e-08;2,73595434065471e-11;2
"25";7,94093087475827e-17;0,999968341933823;3,16576698159223e-05;3,96355459786349e-10;5,86394348862981e-15;2
"26";1,80518022600547e-15;0,999995673184816;6,37378757196808e-11;4,3267465278139e-06;4,91694540828364e-12;2
"27";2,1633063777747e-15;0,999827324742445;0,00017267383412612;1,42325472978846e-09;1,72543759673772e-13;2
"28";1,73380679983150e-15;0,975582727453027;0,0244172724280979;1,18857850738526e-10;1,56562255528132e-14;2
"29";7,6672129576072e-16;0,99935007157104;0,000649928010327591;4,18609033583704e-10;2,31134460863358e-14;2
"30";7,2624504067137e-18;0,99999998543338;9,11801264392095e-09;5,44860443491057e-09;3,46331630779955e-15;2
"31";4,79778841151868e-17;0,99999990157335;5,18299938652263e-10;9,79082881965866e-08;6,08817227032712e-14;2
"32";5,35633181247534e-13;0,99621421559725;0,00378576813412506;1,62462977361962e-08;2,17918764198636e-11;2
"33";1,45331846139890e-19;2,07413590590625e-08;0,99999997925864;8,89884928738194e-20;1,40492580395499e-23;3
"34";1,97204175993925e-18;5,50712722197725e-11;0,999999999944929;8,36997211941362e-21;1,20211181593736e-23;3
"35";8,62204124395211e-17;0,999999901149391;1,11519404397683e-09;9,77353192490474e-08;9,51519436169363e-14;2
"36";2,70539942942885e-17;0,999999907689712;8,81565032337725e-08;4,15377832010446e-09;6,96997337846357e-15;2
"37";7,37278802621341e-14;0,805175211629274;0,194824787765961;6,0441744280621e-10;2,73735277233598e-13;2
"38";9,07572645816779e-18;0,92794474475845;0,0720552552395429;2,00711841873522e-12;1,42556131382106e-17;2
"39";7,89216738261194e-19;0,999999674598607;4,94988264318472e-13;3,25400897486043e-07;9,21804123163605e-16;2
"40";3,06834897924553e-16;0,999694391624297;0,000305608063479113;3,12211494706153e-10;1,20692915322146e-14;2
"41";1,28650872568090e-16;0,994565354340452;0,00543464562110034;3,84457776683092e-11;1,33246209918046e-15;2
"42";1,37950010255569e-16;1,63371146887753e-07;9,38661429882217e-31;0,999999836627653;1,20047578970096e-12;4
"43";1,04571873215649e-19;0,999999997937237;7,60700967256627e-10;1,30206191780782e-09;2,17329681035495e-17;2
"44";7,19488747853492e-14;0,992370548089524;0,0076294495090166;2,39939118482926e-09;1,99654761389182e-12;2
"45";2,12528734680113e-15;0,00134184270416568;0,998658157295686;1,46198210134426e-13;4,30034328436773e-16;3
"46";1,89236768768680e-16;0,999998097016165;1,37424765834508e-11;1,90296957850924e-06;5,14077068036602e-13;2
"47";2,72464391416979e-17;0,00173796349798771;0,998262036502003;9,60750567349943e-15;2,30518960615482e-18;3
"48";8,9406699854834e-19;0,999999994006629;3,89878272241968e-09;2,09458820752064e-09;2,90814719795711e-16;2
"49";6,14810642635858e-16;0,0133854933062262;0,986614506693394;3,79349116638997e-13;2,05767797052147e-16;3
"50";4,87465219115678e-17;0,999996419454797;3,57969866959069e-06;8,46526917310051e-10;5,97696756905776e-15;2
"51";0,9151347088189;1,89662457321938e-28;2,21912503643888e-28;6,81213924959922e-07;0,084864609967176;1
"52";0,130494011303406;2,03086873842603e-21;3,17668466144105e-23;2,98868346849721e-05;0,86947610186191;5
"53";0,765836027054878;8,77848682506192e-30;1,34768910232345e-31;2,73766576569706e-06;0,234161235279356;1
"54";4,91503722881998e-08;5,74338615346454e-23;2,79599791381907e-42;0,998904098662936;0,00109585218669174;4
"55";0,0171836315883996;1,84520895780078e-26;2,42751352586841e-34;0,00109739226968433;0,981718976141916;5
"56";0,000173612514838332;4,57948787416264e-17;1,38087036760179e-27;0,0811484316381452;0,918677955847016;5
"57";0,303118707911818;4,92748307405697e-22;1,48202118385866e-22;8,70600422038475e-06;0,696872586083962;5
"58";4,37980919645629e-11;4,45223736314512e-14;6,86612517230106e-34;0,999994678369797;5,32158635989540e-06;4
"59";0,0321154404877612;2,90419473446691e-24;2,91689904268192e-30;0,000564277234534235;0,967320282277705;5
"60";2,42465787980046e-06;3,86355227359861e-14;6,17688143532893e-28;0,923949072404396;0,0760485029376852;4
"61";5,69781625952158e-13;6,44822441273934e-25;5,99055890458507e-51;0,999999987508472;1,24909579371029e-08;4
"62";0,00159142771893537;3,27364643023553e-17;7,92320390579846e-24;0,00259225596839662;0,995816316312668;5
"63";1,43248074872753e-07;1,03386248976881e-25;4,31365642169145e-45;0,999375761664158;0,000624095087767051;4
"64";0,00257300676974962;3,40283057430195e-21;8,95828733999395e-29;0,00198661052493063;0,99544038270532;5
"65";9,76899523485722e-05;3,7910422747051e-11;2,04599617579074e-20;0,198336854768508;0,801565455241233;5
"66";0,224715961211198;1,35812254898110e-23;4,66200639965076e-26;4,26215965027901e-05;0,7752414171923;5
"67";0,00074599424404037;2,13184998878513e-16;5,33739570542284e-24;0,00776977383188596;0,991484231924074;5
"68";3,29694008271503e-05;1,74376161244603e-14;2,26363170458308e-26;0,596582678076121;0,403384352523034;4
"69";7,72845005555362e-05;3,70500651528020e-33;9,2542465862562e-52;0,969123737782883;0,0307989777165614;4
"70";4,77803061534717e-07;4,78220293203186e-17;8,15990671219613e-33;0,984170975336707;0,0158285468602317;4
"71";0,0516803271177589;5,59694072372409e-22;2,36652488977054e-25;6,60599320368509e-05;0,948253612950204;5
"72";0,000600972278032216;7,68960951941715e-18;4,64084515828835e-27;0,0283777079701028;0,971021319751865;5
"73";0,00362895068413120;6,35357450773535e-30;2,68078233087993e-43;0,0778284767314892;0,91854257258438;5
"74";0,000986962346824168;3,2932022831441e-20;1,92865744070865e-29;0,0145925098610531;0,984420527792123;5
"75";0,00663628231706486;7,32278133854356e-21;1,68270448287621e-27;0,00172499963356371;0,991638718049372;5
"76";0,0610979845996317;2,26536005133841e-23;9,51694196076325e-28;0,000173050848569135;0,9387289645518;5
"77";0,121742558831545;1,8868461661509e-29;2,10886550681816e-36;0,000481144309916126;0,877776296858538;5
"78";0,434631242256478;6,07995938022995e-31;6,03276606667487e-35;1,22074787700553e-05;0,565356550264753;5
"79";0,00170048798324481;1,95869443191455e-20;2,54525740031022e-28;0,00282773288864688;0,995471779128108;5
"80";1,06223813524933e-06;2,11011480922014e-13;2,94650415334736e-27;0,968985014972145;0,0310139227895089;4
"81";3,60588991101612e-08;2,33579811631862e-18;4,31646484405429e-36;0,998442612093927;0,00155735184717424;4
"82";1,52476847344157e-08;2,82647890089221e-17;4,86476338568357e-35;0,999236190711313;0,000763794041002515;4
"83";5,15206791100596e-05;2,43000285898119e-15;3,5187673991506e-27;0,440573195929971;0,559375283390917;5
"84";0,00221872601906100;7,86896878258407e-27;6,43243461928627e-38;0,00978297838210444;0,987998295598834;5
"85";0,000444740404373293;4,9486616844156e-15;2,66384181598551e-23;0,0253237702232386;0,974231489372383;5
"86";0,203062522575586;8,11715268218526e-18;9,8685225938985e-18;2,45712916680321e-05;0,796912906132746;5
"87";0,352694082793423;3,11457444551635e-26;1,12645187891172e-28;1,55939482629740e-05;0,647290323258314;5
"88";0,000155059174983161;2,68629393167184e-29;5,57134675323661e-46;0,904524687994436;0,0953202528305804;4
