"";"1";"2";"3";"class"
"1";0,0560336187273015;0,0962564891804912;0,847709892092207;3
"2";0,00958793225921941;0,0231523031398683;0,967259764600912;3
"3";0,141466153414890;0,813709578334622;0,0448242682504872;2
"4";0,0588643201449634;0,431926568983377;0,50920911087166;3
"5";0,0285766718884683;0,314010739126361;0,657412588985171;3
"6";0,0307640288890557;0,562552524257766;0,406683446853178;2
"7";0,0235327299443369;0,97442873635934;0,00203853369632325;2
"8";0,0136600405188729;0,985993453683997;0,000346505797130277;2
"9";0,0312120193909485;0,0242451804601767;0,944542800148875;3
"10";0,339398408742436;0,604600766400473;0,0560008248570908;2
"11";0,00552959806949392;0,00975539105260672;0,9847150108779;3
"12";0,175080379404252;0,748283466200906;0,0766361543948421;2
"13";0,120004464101485;0,794439741575671;0,0855557943228436;2
"14";0,0691748923001688;0,929234935890238;0,00159017180959300;2
"15";0,0537216795406063;0,897578942958958;0,0486993775004361;2
"16";0,0344774535439003;0,942573788039236;0,022948758416864;2
"17";0,0653795414278471;0,025412482939502;0,90920797563265;3
"18";0,189186342943783;0,129271932145019;0,681541724911198;3
"19";0,394558441969802;0,590233532293263;0,0152080257369348;2
"20";0,299423355234122;0,640347944669421;0,0602287000964572;2
"21";0,206716660540305;0,7837544351725;0,00952890428719514;2
"22";0,134452457218478;0,86276039575838;0,00278714702314112;2
"23";0,102281566902165;0,855110271784207;0,0426081613136283;2
"24";0,0515873237931569;0,94819641359962;0,000216262607223495;2
"25";0,0132757524510115;0,0021810565936003;0,984543190955388;3
"26";0,674453750204774;0,311153179453731;0,0143930703414957;1
"27";0,0756677612807577;0,0362144954159427;0,8881177433033;3
"28";0,445984808720611;0,548559654035748;0,00545553724364042;2
"29";0,338614334823387;0,656105891176752;0,00527977399986108;2
"30";0,240570597655102;0,756316006380046;0,00311339596485259;2
"31";0,153679571997396;0,845772649391658;0,000547778610946554;2
"32";0,115374640038365;0,881329518426399;0,00329584153523591;2
"33";0,795360486702613;0,0955864853281268;0,109053027969261;1
"34";0,802059419835691;0,169452606365553;0,0284879737987559;1
"35";0,680933599365253;0,207409783282934;0,111656617351813;1
"36";0,610657930437226;0,387106818364129;0,00223525119864527;1
"37";0,500157587460437;0,497361316659546;0,00248109588001750;1
"38";0,368543479773249;0,63081311319648;0,000643407030272083;2
"39";0,315190906218694;0,65148489355639;0,0333242002249166;2
"40";0,217628996834955;0,774273274877505;0,00809772828753978;2
"41";0,928285171371727;0,064434701634938;0,00728012699333456;1
"42";0,892019429816683;0,0951004685182752;0,0128801016650421;1
"43";0,841287297729172;0,138927289743439;0,0197854125273889;1
"44";0,73936320404488;0,175287663093870;0,0853491328612504;1
"45";0,652234096243052;0,347208193399632;0,000557710357316634;1
"46";0,555721217197747;0,443015081233111;0,00126370156914162;1
"47";0,451660307647244;0,546067032933471;0,0022726594192847;2
"48";0,359116571350175;0,633942219792901;0,00694120885692328;2
"49";0,963279076501867;0,0344603400415178;0,00226058345661567;1
"50";0,891215115050172;0,0401599760317742;0,0686249089180536;1
"51";0,911806932337952;0,0869665113470913;0,00122655631495616;1
"52";0,87437283514114;0,114298056123488;0,0113291087353722;1
"53";0,787344580297789;0,212397998569696;0,000257421132515493;1
"54";0,743238081615739;0,239075343200861;0,0176865751833992;1
"55";0,592776083368046;0,407005914773517;0,000218001858437383;1
"56";0,51125683208635;0,487236298273046;0,00150686964060458;1
"57";0,919635282406768;0,0123039272621548;0,0680607903310776;1
"58";0,711566737450724;0,0136101081733523;0,274823154375924;1
"59";0,956166979774603;0,0414130851101867;0,00241993511521005;1
"60";0,92611743193549;0,0735535958851113;0,000328972179398095;1
"61";0,896256779438417;0,086686995422058;0,0170562251395255;1
"62";0,844768271448078;0,153669601716077;0,00156212683584515;1
"63";0,727871680866892;0,272092208957165;3,61101759429095e-05;1
"64";0,634247574570456;0,365697936884083;5,44885454612541e-05;1
