"";"1";"2";"3";"class"
"1";0,248403925681504;0,187050030240521;0,564546044077975;3
"2";0,0199642708110826;0,0130513694530746;0,966984359735843;3
"3";0,79381244756115;0,206129895264208;5,76571746411616e-05;1
"4";0,685185602223052;0,144906919841705;0,169907477935243;1
"5";0,660539687006505;0,119622601392947;0,219837711600548;1
"6";0,866440188961733;0,108674427621795;0,024885383416472;1
"7";0,94281018225703;0,0571897582514729;5,94914973938705e-08;1
"8";0,955280703119467;0,0447192966669126;2,13620428998604e-10;1
"9";0,0179257404485268;0,0305640272219637;0,95151023232951;3
"10";0,574439714269446;0,425452314517707;0,000107971212847328;1
"11";0,0115596925862857;0,0138010800454627;0,974639227368252;3
"12";0,756691567150346;0,241090991481723;0,00221744136793023;1
"13";0,808967427771525;0,187690660902302;0,00334191132617317;1
"14";0,868324246922215;0,131675691170014;6,19077711734903e-08;1
"15";0,879905473614775;0,119833631947877;0,000260894437348674;1
"16";0,904660612569638;0,0953225294032596;1,68580271026100e-05;1
"17";0,0166535715107108;0,0549941230932572;0,928352305396032;3
"18";0,124214798628334;0,217954081062005;0,657831120309661;3
"19";0,530268878545685;0,46971213225619;1,89891981252527e-05;1
"20";0,622035218198566;0,375593835083389;0,00237094671804583;1
"21";0,715656442959268;0,28432210211933;2,14549214022556e-05;1
"22";0,780870939893471;0,21912829200462;7,68101908728459e-07;1
"23";0,792195900632525;0,207540367190252;0,000263732177222848;1
"24";0,863235948418782;0,136764051310694;2,70524479465442e-10;1
"25";0,00283790929342044;0,0332994762437548;0,963862614462825;3
"26";0,269432502585384;0,730552389353047;1,51080615689678e-05;2
"27";0,0356948103390595;0,126597302510307;0,837707887150633;3
"28";0,469391228249614;0,530604326029384;4,44572100180819e-06;2
"29";0,564526590834954;0,435466814731909;6,5944331374343e-06;1
"30";0,645715867428699;0,354282534811239;1,59776006207926e-06;1
"31";0,713417606782437;0,286582384556616;8,66094712606753e-09;1
"32";0,74890534432838;0,251094145651191;5,10020428412856e-07;1
"33";0,0962580949800744;0,897607108480517;0,00613479653940882;2
"34";0,154419964473197;0,845229291949398;0,000350743577404988;2
"35";0,196879653596149;0,786648059350313;0,0164722870535380;2
"36";0,303919793665281;0,696079705484135;5,00850583632701e-07;2
"37";0,391728120597745;0,608270849513369;1,02988888621773e-06;2
"38";0,474798801869591;0,525201180748806;1,73816034146371e-08;2
"39";0,47265509277602;0,527255955929524;8,89512944554288e-05;2
"40";0,563361547999531;0,436636564011301;1,88798916737781e-06;1
"41";0,051480396549643;0,948515652671445;3,95077891161957e-06;2
"42";0,0802710055550947;0,919668455149023;6,05392958824604e-05;2
"43";0,115643764109565;0,884065463295648;0,000290772594786972;2
"44";0,136247139369149;0,859157371981703;0,00459548864914857;2
"45";0,233841488050052;0,766158499361423;1,25885242388418e-08;2
"46";0,30113721734934;0,698862641687233;1,40963426502762e-07;2
"47";0,354865827223802;0,645133872758117;3,00018081020867e-07;2
"48";0,371546308597844;0,628453097358133;5,94044022470727e-07;2
"49";0,0243737221968274;0,975626114058338;1,63744834903363e-07;2
"50";0,0310779271675627;0,966905204828707;0,00201686800373055;2
"51";0,0603060693398613;0,939693796250336;1,34409802450088e-07;2
"52";0,078788814113516;0,921160958537583;5,02273489007086e-05;2
"53";0,123547901763774;0,876452096931857;1,30436878223904e-09;2
"54";0,127043360889508;0,872938314945544;1,83241649483622e-05;2
"55";0,214627917009763;0,785372082595716;3,94521214229966e-10;2
"56";0,235347707775256;0,764652279026582;1,31981622013612e-08;2
"57";0,00810682840324731;0,991493488295663;0,000399683301089499;2
"58";0,00867589763048342;0,98923878997587;0,00208531239364681;2
"59";0,0267197769007538;0,973279385610875;8,37488371544407e-07;2
"60";0,041568175948432;0,958431820857537;3,19403128269345e-09;2
"61";0,0418290491687876;0,958157944115447;1,30067157653047e-05;2
"62";0,073778770994831;0,926221156160498;7,28446703519605e-08;2
"63";0,107550014651534;0,892449985347547;9,1857481600627e-13;2
"64";0,138006085886787;0,861993914111758;1,45501093844769e-12;2
