"";"1";"2";"3";"class"
"1";0,999838498980696;0,000161501019303759;2,50596975139065e-49;1
"2";0,000451340540243651;0,999548604500822;5,49589343486295e-08;2
"3";7,34524889549731e-07;0,999999263582002;1,89310810920688e-09;2
"4";2,39655901828659e-08;0,994923796391142;0,005076179643268;2
"5";3,42396830095387e-08;0,99999872548456;1,24027575611168e-06;2
"6";0,999959962893294;4,00371067056752e-05;1,58066709414551e-55;1
"7";0,0303550925200049;0,96964490747991;8,53334773506979e-14;2
"8";0,999657769942921;0,000342230057079008;1,48512189679189e-52;1
"9";0,989147869243755;0,0108521307562448;4,04010522324437e-38;1
"10";7,01341269962371e-07;0,983704012138045;0,0162952865206845;2
"11";0,00445260459335775;0,995547395340714;6,59282734865707e-11;2
"12";0,0152879974218412;0,984712002570154;8,00424854646298e-12;2
"13";2,35955001940643e-10;0,99997447369353;2,55260705146025e-05;2
"15";0,970911315858224;0,0290886841417764;1,62939261322697e-41;1
"16";1,33975969990630e-11;0,0558957102626785;0,944104289723924;3
"17";0,990015819020766;0,00998418097923422;3,94116598350362e-32;1
"18";2,70912390895817e-07;0,999792091072293;0,000207638015315907;2
"19";6,51395151802895e-10;0,89872887678034;0,101271122568265;2
"21";0,999927712975002;7,22870249975526e-05;1,00806028114734e-54;1
"22";0,109792999557240;0,89020700044276;9,671726730499e-25;2
"23";0,999575576726175;0,000424423273825367;7,84351494831718e-44;1
"24";6,97447837364921e-14;0,0678812870784688;0,932118712921461;3
"25";1,45196268157053e-07;0,9999511097076;4,87450961328805e-05;2
"27";0,9958443687548;0,0041556312451993;1,21291489085674e-34;1
"28";2,97320852510055e-06;0,999997023358014;3,43346095135742e-09;2
"29";0,999773361812342;0,000226638187658072;4,3751805981472e-50;1
"30";0,00565644362103008;0,994343556378937;3,29120248187004e-14;2
"31";0,00305988939003314;0,99694011057442;3,55463002277130e-11;2
"32";2,07388691995836e-13;0,0190532193792335;0,98094678062056;3
"33";0,961039475338607;0,0389605246613928;3,71895921701241e-34;1
"34";2,60636348310406e-06;0,999997388218487;5,41802957791626e-09;2
"35";1,54709087531504e-12;0,0263308300801517;0,973669169918301;3
"36";7,1914518154001e-06;0,999691207186049;0,000301601362135918;2
"37";0,134015868132921;0,865984131867079;6,86149056032234e-22;2
"39";0,998060206152024;0,00193979384797644;7,2585399680518e-40;1
"40";1,48605792079816e-10;0,279527157733663;0,720472842117731;3
"41";0,999703641289243;0,000296358710757014;4,23370172866416e-49;1
"42";0,999505847715964;0,000494152284036497;4,7054879399101e-43;1
"43";0,998362235115082;0,00163776488491785;3,53797804225054e-39;1
"44";5,92179202524057e-12;0,0326575738200347;0,967342426174044;3
"46";4,42751286888096e-12;0,108876280317450;0,891123719678123;3
"47";0,806844172427558;0,193155827572442;2,58810725304781e-25;1
"48";0,0324829802493778;0,967517019750622;2,82659779338923e-20;2
"49";0,808934015235027;0,191065984764973;6,65251249603293e-25;1
"50";2,61367192375047e-06;0,99997452309374;2,28632343367108e-05;2
