"";"1";"2";"3";"4";"5";"class"
"1";0,999699386208395;2,44896946582236e-40;0,000223466934049650;2,51419158720247e-18;7,71468575549859e-05;1
"2";2,20732217966008e-06;1,16571258750638e-78;8,0614956148387e-22;1,86645744548066e-46;0,99999779267782;5
"3";5,59911951849512e-07;9,87029993996536e-15;0,998436953244862;0,00156248684317617;1,37827749422218e-23;3
"4";6,65949590815389e-21;0,00145266623712132;1,99146397907545e-06;0,9985453422989;2,37917794045984e-46;4
"5";1,69236552095563e-49;0,999998926521509;8,33531453543325e-22;1,07347849154767e-06;8,74722877979906e-81;2
"6";0,000130428556115894;1,9743214640728e-75;3,28041127617668e-20;4,88348880399883e-44;0,999869571443884;5
"7";6,98646277930967e-07;4,10139209733682e-19;0,999989677890933;9,62346278914754e-06;3,6623804932543e-19;3
"8";0,00515008554328223;1,87024954846226e-66;1,64151050281498e-15;4,8078913202829e-37;0,994849914456716;5
"9";1,61103011959042e-07;5,64151421383019e-70;4,32551443569612e-17;1,80709467059049e-39;0,999999838896988;5
"10";5,3100291635172e-41;0,999912522594864;1,43823829627155e-17;8,74774051356592e-05;9,71075307797736e-72;2
"11";2,63768994539264e-05;1,00363336033673e-18;0,999960801099063;1,28220014832681e-05;2,36319402229216e-19;3
"12";6,68414859794716e-18;0,000158086548956269;2,79264586983311e-05;0,999813986992345;7,65642485621364e-43;4
"13";1,50505368790508e-08;2,02628908056973e-16;0,999739956140438;0,000260028809024527;4,35702273559783e-22;3
"14";0,999992355046053;6,72732734237963e-41;7,19971964241303e-06;2,04161975065979e-19;4,45234304859213e-07;1
"15";0,998533432306414;3,32224523077291e-40;0,000817402069642637;5,91688353394344e-18;0,000649165623942962;1
"16";1,87597821469027e-38;0,999902534593394;2,86224352589565e-17;9,7465406605888e-05;7,47722402712758e-71;2
"17";9,57642421055031e-05;1,45864333519302e-21;0,99990378531437;4,50443523561536e-07;2,0024871248757e-16;3
"18";0,9999710196491;6,43439139022408e-42;1,35217170459207e-05;8,80719875630206e-20;1,54586338532073e-05;1
"19";0,000104195953350203;4,50541060520445e-22;0,999895555712173;2,48334476714955e-07;6,60518701568183e-16;3
"20";4,05968438187644e-10;8,83590958619814e-81;1,05659799421641e-22;7,82962617378021e-48;0,999999999594032;5
