"";"1";"2";"3";"4";"class"
"AL";8,31134371271258e-05;0,999916886562873;4,25718792848316e-21;5,81843134571793e-21;2
"AK";1;4,3802421971787e-63;1,34808561919983e-32;3,38882307352614e-60;1
"AZ";0,999954819514415;1,59075770256277e-07;4,49006623912253e-05;1,20747423097969e-07;1
"AR";0,000179902563937848;0,999820097428731;7,31064010167761e-12;2,03386415133465e-14;2
"CA";1;8,53680555192457e-33;1,79733387972700e-17;8,14939648005552e-18;1
"CO";0,00159094941817200;9,79839943527016e-27;0,998408792950997;2,57630831269086e-07;3
"CT";0,00213142270034706;1,51699368969554e-25;0,997867270099727;1,30719992621022e-06;3
"DE";0,0149164033642902;9,2921692407304e-12;0,920858370256756;0,0642252263696617;3
"FL";0,988490691689577;1,58137229815612e-07;6,93018620165063e-07;0,0115084571545727;1
"GA";0,000137839948903852;0,999862160051076;5,19394307993329e-18;2,01453573524966e-14;2
"HI";0,999992611287777;5,36507360549145e-22;7,38871222318188e-06;5,55734302399525e-17;1
"ID";9,21036789086606e-05;2,29370633593255e-20;0,999907860485573;3,58355185393083e-08;3
"IL";0,00206435048535478;1,02347003034625e-15;5,05042914230426e-07;0,99793514447173;4
"IN";0,000286977003724856;2,88674016338108e-13;0,078999967720191;0,920713055275795;4
"IA";2,92303329041625e-05;8,88496613949597e-29;0,999970768254653;1,41244272604907e-09;3
"KS";0,000118549825678238;3,70751714070993e-25;0,999881387642676;6,25316463278192e-08;3
"KY";0,000178522938140526;0,999821474780947;1,96715093794771e-10;2,08419717493758e-09;2
"LA";0,000642557440668582;0,999357442559332;1,31547186669772e-23;2,62577382023853e-26;2
"ME";0,000999555834232715;3,80747142100587e-16;0,999000431159268;1,30064988023160e-08;3
"MD";0,00311979800511268;1,04562948746505e-13;0,00106057237752789;0,995819629617255;4
"MA";0,00161890399206179;1,86192322480403e-19;0,997242709886658;0,00113838612128024;3
"MI";0,0004593561129168;3,13363377628974e-13;5,96803019024962e-06;0,99953467585658;4
"MN";8,44551689957674e-05;5,77089286472042e-30;0,999915544210062;6,20942290329105e-10;3
"MS";2,84086700709904e-05;0,999971591329929;5,52227012228265e-23;8,6994210593049e-27;2
"MO";0,00230136325329420;9,58795468833018e-08;0,00611561948712948;0,99158292138003;4
"MT";0,00158119070559385;5,38830131714065e-20;0,998418596429282;2,12865124106560e-07;3
"NE";2,69791445167001e-05;2,46906132276129e-27;0,999973020573779;2,81704423763294e-10;3
"NV";0,999863241470302;8,20135774069134e-24;0,000136754705743447;3,82395473898181e-09;1
"NH";4,02878954435837e-05;3,34582845749268e-22;0,999959692872219;1,92323376540383e-08;3
"NJ";0,00209867010248356;7,51498086461822e-17;0,0100265769343178;0,987874752963199;4
"NM";0,993619000897099;0,00636081403991019;2,01846721336076e-05;3,90857653731353e-10;1
"NY";0,999883462143277;1,41397249399528e-15;1,86249875699119e-11;0,000116537838096672;1
"NC";3,61768861976438e-05;0,999963823065227;3,08412828190584e-14;4,85447625670652e-11;2
"ND";0,000825518338931007;1,53992965193851e-29;0,99917448164874;1,23290193066368e-11;3
"OH";0,000260023601062539;1,52198755744756e-15;0,000188581047360959;0,999551395351575;4
"OK";0,0187520444759525;1,41380036211678e-07;0,976507850620894;0,00473996352311774;3
"OR";0,0201596808495824;3,62563830462397e-21;0,979840183200215;1,35950202475856e-07;3
"PA";0,00159160777889435;4,03604637306102e-13;9,21709146716663e-05;0,99831622130603;4
"RI";0,00243434403005188;2,06409860366437e-14;0,997563929520628;1,72644929950163e-06;3
"SC";9,87523572417054e-06;0,999990124764276;3,47799583339900e-21;8,42725759728115e-22;2
"SD";3,87979192360787e-05;2,36890881240411e-25;0,999961202064868;1,58960759875864e-11;3
"TN";0,000142582361844256;0,999857408455408;8,12376094695636e-11;9,1015100617197e-09;2
"TX";0,999999999647748;3,52251499678481e-10;7,24324966093252e-17;3,10286328881520e-17;1
"UT";0,0006856722402776;5,3454296628823e-29;0,99931432775964;8,2819442133048e-14;3
"VT";0,000115534874330555;1,37394576132891e-19;0,999884452770832;1,23548372192039e-08;3
"VA";0,00635012630925059;7,87191582292634e-05;3,65526086944279e-05;0,993534601923826;4
"WA";0,209647874478553;3,89232632975835e-22;0,790351186041527;9,39479919938125e-07;3
"WV";0,0122211162638547;0,98777050400124;8,08962841408923e-06;2,90106491928925e-07;2
"WI";5,62750194871282e-05;1,42497667642633e-23;0,999942747167627;9,77812886311014e-07;3
"WY";0,00571397179233435;4,24637372135974e-21;0,994284856191212;1,17201645380153e-06;3
