"";"1";"2";"3";"4";"5";"class"
"AL";3,09929774947023e-11;0,999975180372976;7,61182682454395e-25;4,37084464743229e-20;2,48195960314617e-05;2
"AK";2,16918241546486e-25;8,93969614119932e-64;3,04188801744448e-39;1,55519972120539e-58;1;5
"AZ";0,994143882777557;8,35447275054101e-09;2,43870235750319e-08;2,03662757398861e-08;0,00585606411467128;1
"AR";7,10674670161061e-08;0,999962852688955;6,30033122615736e-14;9,52525091744918e-14;3,70762434197902e-05;2
"CA";1,18418885870277e-07;1,98596915290081e-32;3,42067457993711e-21;3,33727712179494e-17;0,999999881581114;5
"CO";5,10253947577435e-05;1,48397396625279e-26;0,999370503665329;7,40991351657065e-07;0,000577729948561599;3
"CT";0,00124551246835040;3,36556062522568e-25;0,998168028449884;6,05768702202715e-06;0,000580401394743523;3
"DE";0,105033221823082;2,43118039847145e-11;0,553665721538269;0,335789808762772;0,00551124785156611;3
"FL";0,93963240916801;6,11664668878584e-08;1,29884742840341e-09;0,00568755985554167;0,054679968511134;1
"GA";1,11056882702304e-10;0,999945112860027;4,41990634688295e-21;7,35335655728069e-14;5,4887028842671e-05;2
"HI";0,996940950011212;3,91688561924949e-23;2,53171100135374e-09;3,44746026310067e-17;0,00305904745707758;1
"ID";0,000155538998319909;3,33862894980076e-20;0,999822879430829;1,29493861235430e-07;2,14520769898627e-05;3
"IL";2,54504072902956e-06;1,66232060166539e-15;4,02320229379654e-08;0,998642947094068;0,00135446763317811;4
"IN";0,000290867837987892;3,08498599369958e-13;0,0351761638043684;0,96447018746377;6,27808935655237e-05;4
"IA";9,06906870596656e-06;1,05613755606630e-28;0,999985879453784;4,01314587949228e-09;5,04746436439428e-06;3
"KS";0,00104834480980267;7,06176331957017e-25;0,998921914119864;2,48206940064080e-07;2,94928633930977e-05;3
"KY";3,4119868016664e-08;0,999949751108536;4,01232178370240e-12;5,43259472384221e-09;5,02093349886154e-05;2
"LA";6,87540644999306e-12;0,999816320530943;6,50412357582153e-28;3,85568474730940e-25;0,000183679462181355;2
"ME";2,47193103903559e-06;5,1179223312219e-16;0,999682299991479;6,24153577720823e-08;0,000315165662123895;3
"MD";0,00133579339128706;9,10322521554225e-14;9,3143950907152e-05;0,998079197952864;0,000491864704850402;4
"MA";0,0548337281854633;5,27268831197125e-19;0,939999221187774;0,00464690987766502;0,000520140749097864;3
"MI";8,11889850948064e-06;4,76875938605548e-13;8,75342619327557e-07;0,999757469542354;0,000233536216040644;4
"MN";2,05160104094603e-06;6,00145146229263e-30;0,999981965877688;1,43250949947266e-09;1,59810887618700e-05;3
